country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
Malaysia,Fnatic,mushi,1,1990-11-27,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1416.449954030743,1254.283443787028
,Fnatic,miduan,2,,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1416.449954030743,1254.283443787028
Malaysia,Fnatic,ohaiyo,3,1993-03-31,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1416.449954030743,1254.283443787028
Philippines,Fnatic,dj,4,1994-11-06,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1416.449954030743,1254.283443787028
Malaysia,Fnatic,343,5,,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1416.449954030743,1254.283443787028
Jordan,OG,miracle,1,1997-06-20,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
Denmark,OG,n0tail,2,1993-10-08,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
Canada,OG,moonmeander,3,1992-01-28,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
Denmark,OG,cr1t,4,1996-07-13,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
Israel,OG,fly,5,1993-03-09,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
USA,OG,fly,5,,The Manila Major 2016,2016-06-03,2016-06-12,1,1110000.0,1259.487550143922,1504.363372718745
Sweden,CompLexity Gaming,chessie,1,1992-12-26,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1111.3624134838713,1104.3425700865664
Sweden,CompLexity Gaming,limmp,2,1995-05-31,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1111.3624134838713,1104.3425700865664
,CompLexity Gaming,swindlemelonzz,3,,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1111.3624134838713,1104.3425700865664
USA,CompLexity Gaming,zfreek,4,,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1111.3624134838713,1104.3425700865664
Sweden,CompLexity Gaming,handsken,5,1994-04-24,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1111.3624134838713,1104.3425700865664
Sweden,Alliance,loda,1,1988-03-19,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1089.38651437764,1198.0677034901055
Sweden,Alliance,s4,2,1992-04-01,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1089.38651437764,1198.0677034901055
Sweden,Alliance,admiralbulldog,3,1990-12-19,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1089.38651437764,1198.0677034901055
Sweden,Alliance,egm,4,1991-06-04,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1089.38651437764,1198.0677034901055
Sweden,Alliance,akke,5,1988-05-26,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1089.38651437764,1198.0677034901055
Russia,Natus Vincere,dityara,1,1995-03-26,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,1267.6198624624885,1186.5059167215684
Ukraine,Natus Vincere,dendi,2,1989-12-30,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,1267.6198624624885,1186.5059167215684
Ukraine,Natus Vincere,general,3,1996-08-05,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,1267.6198624624885,1186.5059167215684
Russia,Natus Vincere,sonneiko,4,1997-05-16,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,1267.6198624624885,1186.5059167215684
Ukraine,Natus Vincere,artstyle,5,1989-04-20,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,1267.6198624624885,1186.5059167215684
China,LGD Gaming,agressif,1,1991-11-11,The Manila Major 2016,2016-06-03,2016-06-12,4,255000.0,1358.8373788073095,1293.6576271680665
China,LGD Gaming,maybe,2,1995-12-16,The Manila Major 2016,2016-06-03,2016-06-12,4,255000.0,1358.8373788073095,1293.6576271680665
China,LGD Gaming,xiao8,3,1989-11-14,The Manila Major 2016,2016-06-03,2016-06-12,4,255000.0,1358.8373788073095,1293.6576271680665
China,LGD Gaming,september,4,,The Manila Major 2016,2016-06-03,2016-06-12,4,255000.0,1358.8373788073095,1293.6576271680665
China,LGD Gaming,mmy,5,1989-09-10,The Manila Major 2016,2016-06-03,2016-06-12,4,255000.0,1358.8373788073095,1293.6576271680665
Ukraine,Digital Chaos,resolut1on,1,1996-09-02,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1348.460799007686,1233.1299375920594
Romania,Digital Chaos,w33,2,1995-03-06,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1348.460799007686,1233.1299375920594
USA,Digital Chaos,moo,3,1995-11-09,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1348.460799007686,1233.1299375920594
Macedonia,Digital Chaos,saksa,4,1995-06-12,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1348.460799007686,1233.1299375920594
Denmark,Digital Chaos,misery,5,1991-07-14,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1348.460799007686,1233.1299375920594
China,Newbee,hao,1,1990-07-28,The Manila Major 2016,2016-06-03,2016-06-12,3,315000.0,1418.8800528474778,1391.6983783539292
China,Newbee,mu,2,1989-12-24,The Manila Major 2016,2016-06-03,2016-06-12,3,315000.0,1418.8800528474778,1391.6983783539292
Australia,Newbee,kpii,3,,The Manila Major 2016,2016-06-03,2016-06-12,3,315000.0,1418.8800528474778,1391.6983783539292
Malaysia,Newbee,chuan,4,1991-07-28,The Manila Major 2016,2016-06-03,2016-06-12,3,315000.0,1418.8800528474778,1391.6983783539292
China,Newbee,kaka,5,1992-11-07,The Manila Major 2016,2016-06-03,2016-06-12,3,315000.0,1418.8800528474778,1391.6983783539292
Russia,Team Empire,ramzes666,1,1999-04-25,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1192.2961630015654,1154.402865600663
Russia,Team Empire,scandal,2,1991-12-04,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1192.2961630015654,1154.402865600663
Russia,Team Empire,afterlife,3,1997-03-13,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1192.2961630015654,1154.402865600663
Russia,Team Empire,miposhka,4,1997-11-30,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1192.2961630015654,1154.402865600663
Russia,Team Empire,kingr,5,1993-08-22,The Manila Major 2016,2016-06-03,2016-06-12,9,45000.0,1192.2961630015654,1154.402865600663
Philippines,Mineski.Sports5,bimbo,1,1995-11-15,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,,
Philippines,Mineski.Sports5,benhur,2,1997-03-05,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,,
Philippines,Mineski.Sports5,bok,3,,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,,
Philippines,Mineski.Sports5,julz,4,1992-12-21,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,,
Philippines,Mineski.Sports5,cast,5,1987-05-12,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,,
Sweden,Alliance,loda,1,1988-03-19,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1135.97729657444,1176.6442584454096
Sweden,Alliance,s4,2,1992-04-01,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1135.97729657444,1176.6442584454096
Sweden,Alliance,admiralbulldog,3,1990-12-19,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1135.97729657444,1176.6442584454096
Sweden,Alliance,egm,4,1991-06-04,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1135.97729657444,1176.6442584454096
Sweden,Alliance,akke,5,1988-05-26,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1135.97729657444,1176.6442584454096
,Evil Geniuses,aui_2000,1,,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1166.442882482159,1079.0279560476922
Pakistan,Evil Geniuses,sumail,2,1999-02-13,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1166.442882482159,1079.0279560476922
USA,Evil Geniuses,bulba,3,1991-07-10,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1166.442882482159,1079.0279560476922
USA,Evil Geniuses,fear,4,1988-02-19,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1166.442882482159,1079.0279560476922
USA,Evil Geniuses,ppd,5,1991-11-02,EPICENTER 2016,2016-05-09,2016-05-15,5,20000.0,1166.442882482159,1079.0279560476922
Jordan,OG,miracle,1,1997-06-20,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
Denmark,OG,n0tail,2,1993-10-08,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
Canada,OG,moonmeander,3,1992-01-28,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
Denmark,OG,cr1t,4,1996-07-13,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
Israel,OG,fly,5,1993-03-09,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
USA,OG,fly,5,,EPICENTER 2016,2016-05-09,2016-05-15,3,60000.0,1172.2480061641195,1283.54909025198
Finland,Team Liquid,matumbaman,1,1995-03-03,EPICENTER 2016,2016-05-09,2016-05-15,1,250000.0,1219.1527776411638,1439.0720908712685
Germany,Team Liquid,fata,2,1993-02-24,EPICENTER 2016,2016-05-09,2016-05-15,1,250000.0,1219.1527776411638,1439.0720908712685
,Team Liquid,mind_control,3,,EPICENTER 2016,2016-05-09,2016-05-15,1,250000.0,1219.1527776411638,1439.0720908712685
Finland,Team Liquid,jerax,4,1992-05-07,EPICENTER 2016,2016-05-09,2016-05-15,1,250000.0,1219.1527776411638,1439.0720908712685
Germany,Team Liquid,kuroky,5,1992-10-28,EPICENTER 2016,2016-05-09,2016-05-15,1,250000.0,1219.1527776411638,1439.0720908712685
Canada,Team Secret,eternalenvy,1,1991-07-02,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1135.4387357634535,1052.3544767514277
Canada,Team Secret,arteezy,2,1996-07-01,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1135.4387357634535,1052.3544767514277
USA,Team Secret,universe,3,1989-10-11,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1135.4387357634535,1052.3544767514277
Estonia,Team Secret,puppey,4,1990-03-06,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1135.4387357634535,1052.3544767514277
Sweden,Team Secret,pieliedie,5,,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1135.4387357634535,1052.3544767514277
Russia,Virtus.pro,yoky,1,1995-02-07,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1107.7916875151386,1077.437934259385
Russia,Virtus.pro,g,2,1992-04-16,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1107.7916875151386,1077.437934259385
Belarus,Virtus.pro,fng,3,1995-09-24,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1107.7916875151386,1077.437934259385
Ukraine,Virtus.pro,alohadance,4,1997-09-15,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1107.7916875151386,1077.437934259385
Russia,Virtus.pro,nofear,5,1993-07-03,EPICENTER 2016,2016-05-09,2016-05-15,7,10000.0,1107.7916875151386,1077.437934259385
Sweden,CompLexity Gaming,chessie,1,1992-12-26,EPICENTER 2016,2016-05-09,2016-05-15,4,30000.0,1234.9918441621867,1182.660565927143
Sweden,CompLexity Gaming,limmp,2,1995-05-31,EPICENTER 2016,2016-05-09,2016-05-15,4,30000.0,1234.9918441621867,1182.660565927143
,CompLexity Gaming,swindlemelonzz,3,,EPICENTER 2016,2016-05-09,2016-05-15,4,30000.0,1234.9918441621867,1182.660565927143
USA,CompLexity Gaming,zfreek,4,,EPICENTER 2016,2016-05-09,2016-05-15,4,30000.0,1234.9918441621867,1182.660565927143
Sweden,CompLexity Gaming,handsken,5,1994-04-24,EPICENTER 2016,2016-05-09,2016-05-15,4,30000.0,1234.9918441621867,1182.660565927143
,Evil Geniuses,aui_2000,1,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,3,22906.0,1111.0434499973082,1175.8617704263067
Pakistan,Evil Geniuses,sumail,2,1999-02-13,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,3,22906.0,1111.0434499973082,1175.8617704263067
USA,Evil Geniuses,bulba,3,1991-07-10,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,3,22906.0,1111.0434499973082,1175.8617704263067
USA,Evil Geniuses,fear,4,1988-02-19,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,3,22906.0,1111.0434499973082,1175.8617704263067
USA,Evil Geniuses,ppd,5,1991-11-02,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,3,22906.0,1111.0434499973082,1175.8617704263067
Russia,Natus Vincere,dityara,1,1995-03-26,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1360.755871170648,1165.5852479307653
Ukraine,Natus Vincere,dendi,2,1989-12-30,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1360.755871170648,1165.5852479307653
Ukraine,Natus Vincere,general,3,1996-08-05,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1360.755871170648,1165.5852479307653
Russia,Natus Vincere,sonneiko,4,1997-05-16,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1360.755871170648,1165.5852479307653
Ukraine,Natus Vincere,artstyle,5,1989-04-20,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1360.755871170648,1165.5852479307653
South Korea,MVP Phoenix,mp,1,1994-04-16,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1,104120.0,1145.991048670214,1302.9659932624625
South Korea,MVP Phoenix,qo,2,1993-09-22,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1,104120.0,1145.991048670214,1302.9659932624625
South Korea,MVP Phoenix,forev,3,1991-11-18,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1,104120.0,1145.991048670214,1302.9659932624625
South Korea,MVP Phoenix,febby,4,1993-02-19,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1,104120.0,1145.991048670214,1302.9659932624625
South Korea,MVP Phoenix,dubu,5,1993-07-12,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,1,104120.0,1145.991048670214,1302.9659932624625
Russia,Team Spirit,illidan,1,1991-08-13,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,995.8217962253957,979.6915409942163
Ukraine,Team Spirit,iceberg,2,1997-04-13,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,995.8217962253957,979.6915409942163
Ukraine,Team Spirit,funn1k,3,1992-11-16,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,995.8217962253957,979.6915409942163
Ukraine,Team Spirit,goblak,4,1988-12-04,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,995.8217962253957,979.6915409942163
Ukraine,Team Spirit,alwayswannafly,5,1991-03-06,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,995.8217962253957,979.6915409942163
Ukraine,Vega Squadron,fn,1,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,2,41648.0,1175.8364288768018,1184.8851901579974
Ukraine,Vega Squadron,noone,2,1997-09-04,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,2,41648.0,1175.8364288768018,1184.8851901579974
Ukraine,Vega Squadron,mag,3,1990-05-10,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,2,41648.0,1175.8364288768018,1184.8851901579974
Russia,Vega Squadron,solo,4,1990-08-07,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,2,41648.0,1175.8364288768018,1184.8851901579974
Ukraine,Vega Squadron,cematheslayer,5,1994-03-09,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,2,41648.0,1175.8364288768018,1184.8851901579974
Russia,Team Empire,ramzes666,1,1999-04-25,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,4,12494.0,1084.114899322805,1147.307913384861
Russia,Team Empire,scandal,2,1991-12-04,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,4,12494.0,1084.114899322805,1147.307913384861
Russia,Team Empire,afterlife,3,1997-03-13,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,4,12494.0,1084.114899322805,1147.307913384861
Russia,Team Empire,miposhka,4,1997-11-30,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,4,12494.0,1084.114899322805,1147.307913384861
Russia,Team Empire,kingr,5,1993-08-22,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,4,12494.0,1084.114899322805,1147.307913384861
Peru,Elite Wolves,iwo,1,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1122.8492012659926,1033.5238487863503
Peru,Elite Wolves,smash,2,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1122.8492012659926,1033.5238487863503
Peru,Elite Wolves,vann,3,1994-06-15,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1122.8492012659926,1033.5238487863503
Peru,Elite Wolves,masoku,4,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1122.8492012659926,1033.5238487863503
Peru,Elite Wolves,mstco,5,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,5,8330.0,1122.8492012659926,1033.5238487863503
Greece,Ad Finem,madara,1,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,1018.3908083594392,1004.2488633775549
Greece,Ad Finem,thug,2,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,1018.3908083594392,1004.2488633775549
Greece,Ad Finem,skylark,3,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,1018.3908083594392,1004.2488633775549
Greece,Ad Finem,maybenexttime,4,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,1018.3908083594392,1004.2488633775549
Greece,Ad Finem,ssaspartan,5,,WePlay Dota2 League Season 3,2016-04-28,2016-05-01,7,5206.0,1018.3908083594392,1004.2488633775549
China,EHOME,lanm,1,1989-12-25,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,1156.3519114530059,1084.084212803399
China,EHOME,oldchicken,2,1993-05-26,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,1156.3519114530059,1084.084212803399
China,EHOME,eleven,3,1995-12-07,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,1156.3519114530059,1084.084212803399
Singapore,EHOME,iceiceice,4,1990-06-17,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,1156.3519114530059,1084.084212803399
China,EHOME,fenrir,5,1989-01-18,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,1156.3519114530059,1084.084212803399
Finland,Team Liquid,matumbaman,1,1995-03-03,ESL One Manila 2016,2016-04-22,2016-04-24,2,50000.0,1362.8263873231986,1242.9803358843592
Germany,Team Liquid,fata,2,1993-02-24,ESL One Manila 2016,2016-04-22,2016-04-24,2,50000.0,1362.8263873231986,1242.9803358843592
,Team Liquid,mind_control,3,,ESL One Manila 2016,2016-04-22,2016-04-24,2,50000.0,1362.8263873231986,1242.9803358843592
Finland,Team Liquid,jerax,4,1992-05-07,ESL One Manila 2016,2016-04-22,2016-04-24,2,50000.0,1362.8263873231986,1242.9803358843592
Germany,Team Liquid,kuroky,5,1992-10-28,ESL One Manila 2016,2016-04-22,2016-04-24,2,50000.0,1362.8263873231986,1242.9803358843592
Canada,Team Secret,eternalenvy,1,1991-07-02,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1117.634833806647,1150.1644189125516
Canada,Team Secret,arteezy,2,1996-07-01,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1117.634833806647,1150.1644189125516
USA,Team Secret,universe,3,1989-10-11,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1117.634833806647,1150.1644189125516
Estonia,Team Secret,puppey,4,1990-03-06,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1117.634833806647,1150.1644189125516
Sweden,Team Secret,pieliedie,5,,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1117.634833806647,1150.1644189125516
Sweden,CompLexity Gaming,chessie,1,1992-12-26,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1142.2376077545794,1099.528890262989
Sweden,CompLexity Gaming,limmp,2,1995-05-31,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1142.2376077545794,1099.528890262989
,CompLexity Gaming,swindlemelonzz,3,,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1142.2376077545794,1099.528890262989
USA,CompLexity Gaming,zfreek,4,,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1142.2376077545794,1099.528890262989
Sweden,CompLexity Gaming,handsken,5,1994-04-24,ESL One Manila 2016,2016-04-22,2016-04-24,5,12500.0,1142.2376077545794,1099.528890262989
,Wings Gaming,shadow,1,,ESL One Manila 2016,2016-04-22,2016-04-24,1,100000.0,1141.3513409470206,1405.149974631148
China,Wings Gaming,blink,2,1992-07-31,ESL One Manila 2016,2016-04-22,2016-04-24,1,100000.0,1141.3513409470206,1405.149974631148
,Wings Gaming,faith_bian,3,,ESL One Manila 2016,2016-04-22,2016-04-24,1,100000.0,1141.3513409470206,1405.149974631148
China,Wings Gaming,y,4,1998-08-08,ESL One Manila 2016,2016-04-22,2016-04-24,1,100000.0,1141.3513409470206,1405.149974631148
China,Wings Gaming,iceice,5,1995-08-06,ESL One Manila 2016,2016-04-22,2016-04-24,1,100000.0,1141.3513409470206,1405.149974631148
Russia,Team Empire,ramzes666,1,1999-04-25,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1101.365091648876,1108.4504521322924
Russia,Team Empire,scandal,2,1991-12-04,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1101.365091648876,1108.4504521322924
Russia,Team Empire,afterlife,3,1997-03-13,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1101.365091648876,1108.4504521322924
Russia,Team Empire,miposhka,4,1997-11-30,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1101.365091648876,1108.4504521322924
Russia,Team Empire,kingr,5,1993-08-22,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1101.365091648876,1108.4504521322924
Philippines,Mineski.Sports5,bimbo,1,1995-11-15,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,,
Philippines,Mineski.Sports5,benhur,2,1997-03-05,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,,
Philippines,Mineski.Sports5,bok,3,,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,,
Philippines,Mineski.Sports5,julz,4,1992-12-21,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,,
Philippines,Mineski.Sports5,jessievash,5,1990-02-21,ESL One Manila 2016,2016-04-22,2016-04-24,7,12500.0,,
,Fnatic,net,1,,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1430.971985049153,1333.5653681457818
,Fnatic,miduan,2,,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1430.971985049153,1333.5653681457818
Malaysia,Fnatic,ohaiyo,3,1993-03-31,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1430.971985049153,1333.5653681457818
Philippines,Fnatic,dj,4,1994-11-06,ESL One Manila 2016,2016-04-22,2016-04-24,3,25000.0,1430.971985049153,1333.5653681457818
